file,line,reference,status
sim/result.gd,543,FailedOperations.c,FILE_EXISTS_BODY_UNVERIFIED
sim/result.gd,544,OperationContext.c,FILE_EXISTS_BODY_UNVERIFIED
sim/result.gd,559,DifficultyPanelController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/result.gd,631,Option.c,FILE_EXISTS_BODY_UNVERIFIED
sim/result.gd,632,CaseOperations.c,FILE_EXISTS_BODY_UNVERIFIED
sim/result.gd,720,ModifyGlobalCounter.c,FILE_EXISTS_BODY_UNVERIFIED
sim/result.gd,801,OperationFilter.c,FILE_EXISTS_BODY_UNVERIFIED
sim/result.gd,895,PlayerExtensions.c,FILE_EXISTS_BODY_UNVERIFIED
sim/result.gd,896,GenCard.c,FILE_EXISTS_BODY_UNVERIFIED
sim/result.gd,918,CopyCard.__c__DisplayClass4_0.c,FILE_EXISTS_BODY_UNVERIFIED
sim/result.gd,1013,ModifyEquip.c,FILE_EXISTS_BODY_UNVERIFIED
sim/result.gd,1056,OperationFilter.c,FILE_EXISTS_BODY_UNVERIFIED
sim/result.gd,1224,CardExtensions.c,FILE_EXISTS_BODY_UNVERIFIED
sim/result.gd,1243,ModifyEquip.c,FILE_EXISTS_BODY_UNVERIFIED
sim/rite_instance.gd,5,StartRite.c,FILE_EXISTS_BODY_UNVERIFIED
sim/rite_open.gd,29,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/rite_resolver.gd,3,RiteResultPanelController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/rite_resolver.gd,35,FuncCompare.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,23,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,31,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,43,GameController.__c__DisplayClass196_0.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,45,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,54,DisplayClass142_0.c,MISSING_FILE_NEEDS_REVIEW
sim/round_loop.gd,61,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,67,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,68,DisplayClass142_0.c,MISSING_FILE_NEEDS_REVIEW
sim/round_loop.gd,82,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,86,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,136,DatapoolExtensions.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,158,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,161,LoadController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,166,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,197,DoBackToRoundBegin.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,197,DatapoolExtensions.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,222,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,224,PlayerExtensions.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,238,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,253,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,255,PlayerExtensions.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,266,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,278,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,334,DisplayClass141_0.c,MISSING_FILE_NEEDS_REVIEW
sim/round_loop.gd,335,DisplayClass142_0.c,MISSING_FILE_NEEDS_REVIEW
sim/round_loop.gd,364,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,373,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,386,DisplayClass142_0.c,MISSING_FILE_NEEDS_REVIEW
sim/round_loop.gd,395,GameController.__c__DisplayClass141_0.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,396,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,401,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,412,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,428,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,439,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,454,RiteExtensions.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,461,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,517,RiteResultPanelController.__c__DisplayClass56_0.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,568,RiteResultPanelController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,569,CardExtensions.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,674,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/round_loop.gd,687,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/save_system.gd,46,DatapoolExtensions.c,FILE_EXISTS_BODY_UNVERIFIED
sim/save_system.gd,74,Datapool.c,FILE_EXISTS_BODY_UNVERIFIED
sim/save_system.gd,415,Datapool.c,FILE_EXISTS_BODY_UNVERIFIED
sim/save_system.gd,518,DatapoolExtensions.c,FILE_EXISTS_BODY_UNVERIFIED
sim/save_system.gd,556,Datapool.c,FILE_EXISTS_BODY_UNVERIFIED
sim/save_system.gd,606,UserArchiveController.__c__DisplayClass20_0.c,FILE_EXISTS_BODY_UNVERIFIED
sim/save_system.gd,656,Datapool.c,FILE_EXISTS_BODY_UNVERIFIED
sim/sudan_cards.gd,2,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
sim/sudan_cards.gd,48,GameController.c,FILE_EXISTS_BODY_UNVERIFIED
core/counter.gd,3,ModifyCounter.c,FILE_EXISTS_BODY_UNVERIFIED
core/counter.gd,13,PlayerExtensions.c,FILE_EXISTS_BODY_UNVERIFIED
core/counter.gd,24,PlayerExtensions.c,FILE_EXISTS_BODY_UNVERIFIED
core/counter.gd,33,ModifyCounter.c,FILE_EXISTS_BODY_UNVERIFIED
core/dice.gd,3,FuncCompare.c,FILE_EXISTS_BODY_UNVERIFIED
core/loot.gd,3,GenLoot.c,FILE_EXISTS_BODY_UNVERIFIED
core/loot.gd,23,GenLoot.c,FILE_EXISTS_BODY_UNVERIFIED
core/loot.gd,43,GenLoot.c,FILE_EXISTS_BODY_UNVERIFIED
core/loot.gd,84,GenLoot.c,FILE_EXISTS_BODY_UNVERIFIED
core/scope_filter.gd,2,OperationFilter.c,FILE_EXISTS_BODY_UNVERIFIED
core/tag.gd,2,CardExtensions.c,FILE_EXISTS_BODY_UNVERIFIED
core/tag.gd,7,CardExtensions.c,FILE_EXISTS_BODY_UNVERIFIED
core/tag.gd,8,CardExtensions.c,FILE_EXISTS_BODY_UNVERIFIED
core/tag.gd,31,CardExtensions.c,FILE_EXISTS_BODY_UNVERIFIED
core/tag.gd,40,CardExtensions.c,FILE_EXISTS_BODY_UNVERIFIED
